Assembly Accession	Assembly Name	Organism Name	Annotation Name	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Assembly BioProject Accession	Assembly BioSample Accession
GCF_024224875.1	ASM2422487v1	Klebsiella pneumoniae	GCF_024224875.1-RS_2024_07_26	Complete Genome	2022-07-13	4	PRJNA855630	SAMN29499316
GCF_020525865.1	ASM2052586v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-10-19	2	PRJNA768294	SAMN22024799
GCF_024918315.1	ASM2491831v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-04	3	PRJNA836696	SAMN28173992
GCF_037023225.1	ASM3702322v1	Klebsiella pneumoniae	GCF_037023225.1-RS_2024_04_05	Complete Genome	2024-04-05	4	PRJNA1071731	SAMN39726038
GCF_002055855.1	ASM205585v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-21	4	PRJNA292904	SAMN04014909
GCF_016925375.1	ASM1692537v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24	5	PRJNA701849	SAMN17915099
GCF_016925215.1	ASM1692521v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24	5	PRJNA701798	SAMN17911762
GCF_033802585.1	ASM3380258v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-19	9	PRJNA599529	SAMN38124869
GCF_904864525.1	INF350	Klebsiella pneumoniae	GCF_904864525.1-RS_2024_06_28	Complete Genome	2020-11-01	2	PRJNA646837	SAMEA3357245
GCF_014361115.1	ASM1436111v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-09-01	4	PRJNA659360	SAMN15903654
GCF_021729765.1	ASM2172976v1	Klebsiella pneumoniae	GCF_021729765.1-RS_2024_03_15	Complete Genome	2022-01-31	4	PRJNA642368	SAMN15395543
GCF_003267985.1	ASM326798v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-06-26	3	PRJNA395223	SAMN07373332
GCF_040687765.1	ASM4068776v1	Klebsiella pneumoniae	GCF_040687765.1-RS_2024_07_13	Complete Genome	2024-07-14	2	PRJNA973555	SAMN35130610
GCF_040687775.1	ASM4068777v1	Klebsiella pneumoniae	GCF_040687775.1-RS_2024_07_13	Complete Genome	2024-07-14	2	PRJNA973555	SAMN35130609
GCF_904864545.1	KSB1_9J	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-11-01	4	PRJNA646837	SAMEA3357378
GCF_014826045.1	ASM1482604v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-09-30	3	PRJNA529587	SAMN11270035
GCF_025884255.1	ASM2588425v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-27	6	PRJNA853446	SAMN29388305
GCF_015694085.1	ASM1569408v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-11-29	5	PRJNA674961	SAMN16685806
GCF_904866405.1	INF279	Klebsiella pneumoniae	GCF_904866405.1-RS_2024_06_28	Complete Genome	2020-11-01	7	PRJNA646837	SAMEA3357273
GCF_016925275.1	ASM1692527v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24	5	PRJNA701806	SAMN17911903
GCF_017742955.1	ASM1774295v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-04	5	PRJNA717133	SAMN18478480
GCF_016925235.1	ASM1692523v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24	5	PRJNA701804	SAMN17911845
GCF_016925295.1	ASM1692529v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24	5	PRJNA701810	SAMN17912169
GCF_017742915.1	ASM1774291v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-04	5	PRJNA717121	SAMN18478563
GCF_022964855.1	ASM2296485v1	Klebsiella pneumoniae	GCF_022964855.1-RS_2024_06_03	Complete Genome	2022-04-13	5	PRJNA822931	SAMN17766581
GCF_015774895.1	ASM1577489v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-07	2	PRJNA681357	SAMN16951197
GCF_015775275.1	ASM1577527v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-07	2	PRJNA681357	SAMN16951200
GCF_011742585.2	ASM1174258v2	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-09	6	PRJNA613369	SAMN14402356
GCF_964198865.1	Zagreb013_hybrid_assembly.fa.gz	Klebsiella pneumoniae	GCF_964198865.1-RS_2024_07_15	Complete Genome	2024-07-15	7	PRJEB76496	SAMEA115720016
GCF_964199145.1	Zagreb047_hybrid_assembly.fa.gz	Klebsiella pneumoniae	GCF_964199145.1-RS_2024_07_15	Complete Genome	2024-07-15	7	PRJEB76496	SAMEA115720049
GCF_023657795.1	ASM2365779v1	Klebsiella pneumoniae	GCF_023657795.1-RS_2024_06_25	Complete Genome	2022-06-07	2	PRJNA843104	SAMN28703765
GCF_023657835.1	ASM2365783v1	Klebsiella pneumoniae	GCF_023657835.1-RS_2024_06_26	Complete Genome	2022-06-07	2	PRJNA843104	SAMN28703762
GCF_023657815.1	ASM2365781v1	Klebsiella pneumoniae	GCF_023657815.1-RS_2024_06_25	Complete Genome	2022-06-07	4	PRJNA843104	SAMN28703763
GCF_023657855.1	ASM2365785v1	Klebsiella pneumoniae	GCF_023657855.1-RS_2024_06_26	Complete Genome	2022-06-07	2	PRJNA843104	SAMN28703761
GCF_904863395.1	INF250	Klebsiella pneumoniae	GCF_904863395.1-RS_2024_06_28	Complete Genome	2020-11-01	7	PRJNA646837	SAMEA3357225
GCF_041530015.1	ASM4153001v1	Klebsiella pneumoniae	GCF_041530015.1-RS_2024_08_29	Complete Genome	2024-08-29	2	PRJNA1150196	SAMN43273852
GCF_021899755.1	ASM2189975v1	Klebsiella pneumoniae	GCF_021899755.1-RS_2024_03_17	Complete Genome	2022-02-03	5	PRJNA779589	SAMN25263436
GCF_043950505.1	KP31_UID2108280027	Klebsiella pneumoniae	GCF_043950505.1-RS_2024_10_28	Complete Genome	2024-10-28	2	PRJNA1169829	SAMN44084080
GCF_015355895.1	ASM1535589v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-11-12	6	PRJNA672246	SAMN16561434
GCF_029952745.1	ASM2995274v1	Klebsiella pneumoniae	GCF_029952745.1-RS_2024_06_05	Complete Genome	2023-05-07	1	PRJNA961147	SAMN34353053
GCF_041861285.1	ASM4186128v1	Klebsiella pneumoniae	GCF_041861285.1-RS_2024_09_09	Complete Genome	2024-09-09	3	PRJNA922900	SAMN32676082
GCF_016772595.1	ASM1677259v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-01-30	4	PRJNA549322	SAMN17348252
GCF_002753375.2	ASM275337v2	Klebsiella pneumoniae	GCF_002753375.2-RS_2024_06_28	Complete Genome	2022-11-21	1	PRJNA351909	SAMEA3357374
GCF_023573705.1	ASM2357370v1	Klebsiella pneumoniae	GCF_023573705.1-RS_2024_06_19	Complete Genome	2022-05-29	7	PRJNA835045	SAMN28095488
GCF_016772555.1	ASM1677255v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-01-30	4	PRJNA549322	SAMN17348254
GCF_017639065.1	ASM1763906v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-30	6	PRJNA689691	SAMN17214843
GCF_019703025.1	ASM1970302v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-02	3	PRJDB11646	SAMD00323032
GCF_019703245.1	ASM1970324v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-02	3	PRJDB11646	SAMD00323043
GCF_001648215.1	ASM164821v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-05-19	4	PRJNA279650	SAMN03455970
GCF_019703165.1	ASM1970316v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-02	3	PRJDB11646	SAMD00323039
GCF_024917495.1	ASM2491749v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-04	4	PRJNA836696	SAMN28174036
GCF_009884395.1	ASM988439v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-01-15	3	PRJNA575128	SAMN12877722
GCF_011742415.2	ASM1174241v2	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-09	10	PRJNA613369	SAMN14402341
GCF_040939675.1	ASM4093967v1	Klebsiella pneumoniae	GCF_040939675.1-RS_2024_07_30	Complete Genome	2024-07-30	3	PRJNA1083007	SAMN40221559
GCF_040939565.1	ASM4093956v1	Klebsiella pneumoniae	GCF_040939565.1-RS_2024_07_30	Complete Genome	2024-07-30	3	PRJNA1083002	SAMN40221516
GCF_026427375.1	ASM2642737v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-28	6	PRJNA739550	SAMN21529401
GCF_022354525.1	ASM2235452v1	Klebsiella pneumoniae	GCF_022354525.1-RS_2024_05_12	Complete Genome	2022-02-22	8	PRJNA807088	SAMN25953952
GCF_024917835.1	ASM2491783v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-04	5	PRJNA836696	SAMN28174102
GCF_030489945.1	ASM3048994v1	Klebsiella pneumoniae	GCF_030489945.1-RS_2024_07_23	Complete Genome	2023-07-17	4	PRJNA990923	SAMN36281306
GCF_019702985.1	ASM1970298v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-02	3	PRJDB11646	SAMD00323030
GCF_019703225.1	ASM1970322v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-02	3	PRJDB11646	SAMD00323042
GCF_020526025.1	ASM2052602v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-10-19	2	PRJNA768294	SAMN22024781
GCF_910589455.1	Kp1-VIM	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-06	5	PRJEB41835	SAMEA7708245
GCF_036541145.1	ASM3654114v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-10	2	PRJNA1071283	SAMN39683492
GCF_001663295.1	ASM166329v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-06-15	4	PRJNA279611	SAMN03455930
GCF_002056385.1	ASM205638v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-21	5	PRJNA292902	SAMN04014956
GCF_018274525.2	ASM1827452v2	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-11-22	7	PRJNA269675	SAMN18878033
GCF_025398695.1	ASM2539869v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-25	1	PRJNA812595	SAMN14792099
GCF_041861215.1	ASM4186121v1	Klebsiella pneumoniae	GCF_041861215.1-RS_2024_09_08	Complete Genome	2024-09-09	1	PRJNA922900	SAMN32676116
GCF_019703045.1	ASM1970304v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-02	3	PRJDB11646	SAMD00323033
GCF_025232435.1	ASM2523243v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-16	4	PRJNA850540	SAMN29187369
GCF_041861205.1	ASM4186120v1	Klebsiella pneumoniae	GCF_041861205.1-RS_2024_09_08	Complete Genome	2024-09-09	1	PRJNA922900	SAMN32676117
GCF_904864625.1	INF171	Klebsiella pneumoniae	GCF_904864625.1-RS_2024_06_28	Complete Genome	2020-11-01	5	PRJNA646837	SAMEA3357101
GCF_030685615.1	ASM3068561v1	Klebsiella pneumoniae	GCF_030685615.1-RS_2024_08_18	Complete Genome	2023-08-08	1	PRJNA1000265	SAMN36766149
GCF_036785835.1	ASM3678583v1	Klebsiella pneumoniae	GCF_036785835.1-RS_2024_04_05	Complete Genome	2024-04-05	6	PRJNA411762	SAMN22837225
GCF_020695545.1	ASM2069554v1	Klebsiella pneumoniae	GCF_020695545.1-RS_2024_06_04	Complete Genome	2021-11-01	5	PRJNA772913	SAMN22377431
GCF_018283575.2	ASM1828357v2	Klebsiella pneumoniae	GCF_018283575.2-RS_2024_06_10	Complete Genome	2022-05-10	6	PRJNA269675	SAMN18878040
GCF_043950475.1	KP28_UID2108280024	Klebsiella pneumoniae	GCF_043950475.1-RS_2024_10_28	Complete Genome	2024-10-28	4	PRJNA1169829	SAMN44084077
GCF_043950135.1	ASM4395013v1	Klebsiella pneumoniae	GCF_043950135.1-RS_2024_10_28	Complete Genome	2024-10-28	9	PRJNA1174405	SAMN44340251
GCF_024628885.1	ASM2462888v1	Klebsiella pneumoniae	GCF_024628885.1-RS_2024_09_10	Complete Genome	2022-08-11	7	PRJNA865496	SAMN30114398
GCF_040031875.1	ASM4003187v1	Klebsiella pneumoniae	GCF_040031875.1-RS_2024_06_04	Complete Genome	2024-06-04	4	PRJNA1116829	SAMN41551932
GCF_039566125.1	ASM3956612v1	Klebsiella pneumoniae	GCF_039566125.1-RS_2024_05_09	Complete Genome	2024-05-10	3	PRJNA559804	SAMN35344985
GCF_009720445.1	ASM972044v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-11-29	9	PRJNA555326	SAMN12307651
GCF_023538975.1	ASM2353897v1	Klebsiella pneumoniae	GCF_023538975.1-RS_2024_06_16	Complete Genome	2022-05-24	4	PRJNA838107	SAMN28404990
GCF_023184535.1	ASM2318453v1	Klebsiella pneumoniae	GCF_023184535.1-RS_2024_06_08	Complete Genome	2022-04-24	4	PRJNA827023	SAMN27594434
GCF_016925355.1	ASM1692535v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24	4	PRJNA701847	SAMN17915080
GCF_036687385.1	B18235	Klebsiella pneumoniae	GCF_036687385.1-RS_2024_04_05	Complete Genome	2024-04-05	8	PRJNA1064408	SAMN39434441
GCF_001952895.1	ASM195289v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-01-17	7	PRJNA319426	SAMN04889856
GCF_041860985.1	ASM4186098v1	Klebsiella pneumoniae	GCF_041860985.1-RS_2024_09_08	Complete Genome	2024-09-09	2	PRJNA835677	SAMN28626299
GCF_017161505.1	ASM1716150v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-03	6	PRJNA593981	SAMN14082702
GCF_035621195.1	ASM3562119v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-14	3	PRJNA812595	SAMN38122036
GCF_964198885.1	Zagreb037_hybrid_assembly.fa.gz	Klebsiella pneumoniae	GCF_964198885.1-RS_2024_07_15	Complete Genome	2024-07-15	11	PRJEB76496	SAMEA115720040
GCF_038447555.1	ASM3844755v1	Klebsiella pneumoniae	GCF_038447555.1-RS_2024_04_25	Complete Genome	2024-04-26	6	PRJNA1038782	SAMN38201489
GCF_026013275.1	ASM2601327v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-05	5	PRJNA887550	SAMN31172240
GCF_003204175.1	ASM320417v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-06-10	3	PRJNA292904	SAMN04014928
GCF_017742935.1	ASM1774293v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-04	9	PRJNA717116	SAMN18478623
GCF_037477725.1	ASM3747772v1	Klebsiella pneumoniae	GCF_037477725.1-RS_2024_04_05	Complete Genome	2024-04-05	4	PRJNA945360	SAMN33790406
GCF_964199135.1	Zagreb002_hybrid_assembly.fa.gz	Klebsiella pneumoniae	GCF_964199135.1-RS_2024_07_15	Complete Genome	2024-07-15	7	PRJEB76496	SAMEA115720005
GCF_964199155.1	Zagreb009_hybrid_assembly.fa.gz	Klebsiella pneumoniae	GCF_964199155.1-RS_2024_07_15	Complete Genome	2024-07-15	7	PRJEB76496	SAMEA115720012
GCF_041889455.1	ASM4188945v1	Klebsiella pneumoniae	GCF_041889455.1-RS_2024_09_11	Complete Genome	2024-09-11	4	PRJNA692086	SAMN38656430
GCF_036320985.1	ASM3632098v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-31	5	PRJNA1064408	SAMN39432603
GCF_043099525.1	ASM4309952v1	Klebsiella pneumoniae	GCF_043099525.1-RS_2024_10_15	Complete Genome	2024-10-20	9	PRJNA1166943	SAMN43983153
GCF_020526005.1	ASM2052600v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-10-19	4	PRJNA768294	SAMN22024794
GCF_023703855.1	ASM2370385v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-06-13	1	PRJNA646592	SAMN15547552
GCF_016903955.1	ASM1690395v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17	5	PRJNA231221	SAMN16357451
GCF_013694425.1	ASM1369442v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-07-26	5	PRJNA549322	SAMN15578211
GCF_015022235.1	ASM1502223v2	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-01-07	3	PRJNA492845	SAMN10107914
GCF_023374225.1	ASM2337422v1	Klebsiella pneumoniae	GCF_023374225.1-RS_2024_06_11	Complete Genome	2022-05-16	3	PRJNA830444	SAMN27722574
GCF_029201485.1	ASM2920148v1	Klebsiella pneumoniae	GCF_029201485.1-RS_2024_05_12	Complete Genome	2023-03-14	5	PRJNA861980	SAMN30273448
GCF_002055765.1	ASM205576v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-21	6	PRJNA292902	SAMN04014958
GCF_016804025.1	ASM1680402v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-03	5	PRJNA628847	SAMN14752225
GCF_023920025.1	ASM2392002v1	Klebsiella pneumoniae	GCF_023920025.1-RS_2024_07_11	Complete Genome	2022-06-27	1	PRJNA757562	SAMN20967641
GCF_004322955.1	ASM432295v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-03-04	4	PRJNA279669	SAMN03455989
GCF_030271975.1	ASM3027197v1	Klebsiella pneumoniae	GCF_030271975.1-RS_2024_06_26	Complete Genome	2023-06-14	3	PRJNA893449	SAMN31425922
GCF_029201465.1	ASM2920146v1	Klebsiella pneumoniae	GCF_029201465.1-RS_2024_05_12	Complete Genome	2023-03-14	7	PRJNA861980	SAMN29935323
GCF_022789205.2	ASM2278920v2	Klebsiella pneumoniae	GCF_022789205.2-RS_2024_09_17	Complete Genome	2024-09-17	10	PRJNA591480	SAMN17766502
GCF_009884415.1	ASM988441v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-01-15	13	PRJNA575105	SAMN12877715
GCF_035597335.1	ASM3559733v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-11	4	PRJNA1010831	SAMN38771712
GCF_013791265.1	ASM1379126v1	Klebsiella pneumoniae	GCF_013791265.1-RS_2024_04_30	Complete Genome	2020-07-28	4	PRJNA605147	SAMN15148502
GCF_016904295.1	ASM1690429v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17	4	PRJNA231221	SAMN16357448
GCF_043950415.1	KP22_UID2108280018	Klebsiella pneumoniae	GCF_043950415.1-RS_2024_10_28	Complete Genome	2024-10-28	2	PRJNA1169829	SAMN44084071
GCF_029025965.1	ASM2902596v1	Klebsiella pneumoniae	GCF_029025965.1-RS_2024_05_03	Complete Genome	2023-03-08	5	PRJNA937854	SAMN33420447
GCF_041379785.1	ASM4137978v1	Klebsiella pneumoniae	GCF_041379785.1-RS_2024_08_21	Complete Genome	2024-08-22	2	PRJNA716566	SAMN43024701
GCF_024917755.1	ASM2491775v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-04	4	PRJNA836696	SAMN28174104
GCF_019107685.1	ASM1910768v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-05	6	PRJNA549322	SAMN19925006
GCF_904866335.1	INF266	Klebsiella pneumoniae	GCF_904866335.1-RS_2024_06_28	Complete Genome	2020-11-01	3	PRJNA646837	SAMEA3357253
GCF_001663195.1	ASM166319v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-06-15	2	PRJNA323746	SAMN05188406
GCF_017161135.1	ASM1716113v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-03	8	PRJNA593981	SAMN13497075
GCF_041003655.1	W281	Klebsiella pneumoniae	GCF_041003655.1-RS_2024_08_02	Complete Genome	2024-08-03	5	PRJNA1135755	SAMN42440410
GCF_016903775.1	ASM1690377v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17	5	PRJNA231221	SAMN16357449
GCF_016903515.1	ASM1690351v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17	14	PRJNA231221	SAMN16357472
GCF_023374165.1	ASM2337416v1	Klebsiella pneumoniae	GCF_023374165.1-RS_2024_06_11	Complete Genome	2022-05-16	5	PRJNA830444	SAMN27722566
GCF_043640565.1	KP39_UID2108280035	Klebsiella pneumoniae	GCF_043640565.1-RS_2024_10_24	Complete Genome	2024-10-24	3	PRJNA1169829	SAMN44084088
GCF_015355855.1	ASM1535585v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-11-12	3	PRJNA672246	SAMN16561436
GCF_033848475.1	ASM3384847v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-21	3	PRJNA1033641	SAMN38040181
GCF_001185665.2	ASM118566v3	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-05-06	6	PRJNA271899	SAMN03280386
GCF_041518535.1	ASM4151853v1	Klebsiella pneumoniae	GCF_041518535.1-RS_2024_08_28	Complete Genome	2024-08-29	2	PRJNA1150184	SAMN43273600
GCF_021137955.1	ASM2113795v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-12-09	3	PRJNA759850	SAMN21016544
GCF_013736155.1	ASM1373615v1	Klebsiella pneumoniae	GCF_013736155.1-RS_2024_05_16	Complete Genome	2020-07-27	9	PRJNA605147	SAMN15148642
GCF_007197815.1	ASM719781v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-07-21	2	PRJNA529535	SAMN12273071
GCF_964199045.1	Zagreb003_hybrid_assembly.fa.gz	Klebsiella pneumoniae	GCF_964199045.1-RS_2024_07_15	Complete Genome	2024-07-15	8	PRJEB76496	SAMEA115720006
GCF_016903495.1	ASM1690349v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17	2	PRJNA231221	SAMN16357454
GCF_003069525.1	ASM306952v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-04-24	4	PRJNA292902	SAMN04014994
GCF_001709275.1	ASM170927v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-08-23	5	PRJNA296771	SAMN04448229
GCF_014490685.2	ASM1449068v2	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-21	4	PRJNA596513	SAMN13630455
GCF_016904595.1	ASM1690459v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17	4	PRJNA231221	SAMN16357452
GCF_023374205.1	ASM2337420v1	Klebsiella pneumoniae	GCF_023374205.1-RS_2024_06_11	Complete Genome	2022-05-16	5	PRJNA830444	SAMN27722573
GCF_021442045.1	ASM2144204v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-01-12	7	PRJNA794878	SAMN24662597
GCF_021137975.1	ASM2113797v1	Klebsiella pneumoniae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-12-09	4	PRJNA759850	SAMN21016542
GCF_030845595.1	ASM3084559v1	Klebsiella pneumoniae	GCF_030845595.1-RS_2024_09_06	Complete Genome	2023-08-20	7	PRJNA981468	SAMN36071305
